NOMBRE DEL CARGO;AÑO;MES;CENTRO COSTO;AREA;PLAZAS AUTORIZADAS INDEFINIDAS
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42235";"094 TIENDA KOAJ GRAN PLAZA BOSA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42237";"095 TIENDA KOAJ 20 DE JULIO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42240";"096 TIENDA KOAJ LA VICTORIA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42241";"097 TIENDA KOAJ GRAN PLAZA ENSUEÑO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42243";"098 TIENDA KOAJ ALAMOS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42244";"099 TIENDA KOAJ SANTA LIBRADA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42246";"100 TIENDA KOAJ CARRERA DECIMA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42036";"104 TIENDA KOAJ CALLE 18  CENTRO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42054";"111 TIENDA KOAJ TUNAL";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42127";"112 TIENDA KOAJ SAUCES";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42057";"119 TIENDA KOAJ SAN MARTIN P1";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42128";"134 TIENDA KOAJ PORTAL 80";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42062";"138 TIENDA KOAJ PALATINO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42068";"139 TIENDA KOAJ CRA 62 A";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42163";"167 TIENDA KOAJ GRAN ESTACION";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42169";"170 TIENDA KOAJ UNIC. OCCIDENTE";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42183";"176 TIENDA KOAJ BULEVAR";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42195";"178 TIENDA KOAJ PLAZA DE LAS AMERICAS 2";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42212";"179 TIENDA KOAJ BOSA CENTRO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42220";"187 TIENDA KOAJ LAS FERIAS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42197";"189 TIENDA KOAJ MONTEVIDEO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42226";"191 TIENDA KOAJ PLAZA CENTRAL";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42236";"194 TIENDA KOAJ VENTURA TERREROS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42238";"195 TIENDA KOAJ METROPOLIS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42239";"196 TIENDA KOAJ LUCERO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42242";"197 TIENDA KOAJ GAITANA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42245";"199 TIENDA KOAJ EL EDEN";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42247";"200-TIENDA KOAJ VENTURA TERREROS II";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42248";"530 TIENDA KOAJ SUBA RINCON";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42249";"531 TIENDA KOAJ TUNAL II";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42250";"532 TIENDA KOAJ PASEO VILLA DEL RIO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42252";"537 TIENDA KOAJ RESTREPO 2";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42253";"538 TIENDA KOAJ NUESTRO BOGOTA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42254";"539 TIENDA KOAJ CALLE 12 CENTRO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42258";"541 TIENDA KOAJ FACTORY";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42259";"542 TIENDA KOAJ BOSA LA LIBERTAD";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42260";"544 TIENDA KOAJ CENTRO MAYOR II";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"10. OCTUBRE";"42263";"547 TIENDA KOAJ PERDOMO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42021";"002 TIENDA KOAJ 2";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42022";"003 TIENDA KOAJ 4";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42122";"009 TIENDA KOAJ GALERIAS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42059";"026 TIENDA KOAJ SAN MARTIN P2";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"41029";"031 TIENDA KOAJ CAFAM FLORESTA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42126";"036 TIENDA KOAJ UNICENTRO BOGOTA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42135";"037 TIENDA KOAJ CALLE 18 MONTEVIDEO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42131";"054 TIENDA KOAJ CALIMA BOGOTA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42138";"056 TIENDA KOAJ DIVER PLAZA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42146";"060 TIENDA KOAJ CHAPINERO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42162";"068  TIENDA KOAJ HAYUELOS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42170";"070 TIENDA KOAJ TINTAL";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42167";"073 TIENDA URBANA MICENTRO - EL PORVEN";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42194";"079 TIENDA KOAJ PLAZA DE LAS AMERICAS 1";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42198";"083 TIENDA KOAJ CENTRO BOGOTA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42216";"086 TIENDA KOAJ KENNEDY 1";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42219";"087 TIENDA KOAJ SANTAFE 2";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42224";"090 TIENDA KOAJ KENNEDY 2";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42227";"092 TIENDA KOAJ COLINA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42229";"093 TIENDA KOAJ SALITRE N";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42235";"094 TIENDA KOAJ GRAN PLAZA BOSA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42237";"095 TIENDA KOAJ 20 DE JULIO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42240";"096 TIENDA KOAJ LA VICTORIA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42241";"097 TIENDA KOAJ GRAN PLAZA ENSUEÑO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42243";"098 TIENDA KOAJ ALAMOS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42244";"099 TIENDA KOAJ SANTA LIBRADA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42246";"100 TIENDA KOAJ CARRERA DECIMA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42036";"104 TIENDA KOAJ CALLE 18  CENTRO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42054";"111 TIENDA KOAJ TUNAL";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42127";"112 TIENDA KOAJ SAUCES";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42057";"119 TIENDA KOAJ SAN MARTIN P1";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42128";"134 TIENDA KOAJ PORTAL 80";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42062";"138 TIENDA KOAJ PALATINO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42068";"139 TIENDA KOAJ CRA 62 A";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42163";"167 TIENDA KOAJ GRAN ESTACION";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42169";"170 TIENDA KOAJ UNIC. OCCIDENTE";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42183";"176 TIENDA KOAJ BULEVAR";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42195";"178 TIENDA KOAJ PLAZA DE LAS AMERICAS 2";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42212";"179 TIENDA KOAJ BOSA CENTRO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42220";"187 TIENDA KOAJ LAS FERIAS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42197";"189 TIENDA KOAJ MONTEVIDEO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42226";"191 TIENDA KOAJ PLAZA CENTRAL";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42236";"194 TIENDA KOAJ VENTURA TERREROS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42238";"195 TIENDA KOAJ METROPOLIS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42239";"196 TIENDA KOAJ LUCERO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42242";"197 TIENDA KOAJ GAITANA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42245";"199 TIENDA KOAJ EL EDEN";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42247";"200-TIENDA KOAJ VENTURA TERREROS II";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42248";"530 TIENDA KOAJ SUBA RINCON";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42249";"531 TIENDA KOAJ TUNAL II";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42250";"532 TIENDA KOAJ PASEO VILLA DEL RIO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42252";"537 TIENDA KOAJ RESTREPO 2";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42253";"538 TIENDA KOAJ NUESTRO BOGOTA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42254";"539 TIENDA KOAJ CALLE 12 CENTRO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42258";"541 TIENDA KOAJ FACTORY";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42259";"542 TIENDA KOAJ BOSA LA LIBERTAD";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42260";"544 TIENDA KOAJ CENTRO MAYOR II";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"11. NOVIEMBRE";"42263";"547 TIENDA KOAJ PERDOMO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42021";"002 TIENDA KOAJ 2";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42022";"003 TIENDA KOAJ 4";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42122";"009 TIENDA KOAJ GALERIAS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42059";"026 TIENDA KOAJ SAN MARTIN P2";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"41029";"031 TIENDA KOAJ CAFAM FLORESTA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42126";"036 TIENDA KOAJ UNICENTRO BOGOTA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42135";"037 TIENDA KOAJ CALLE 18 MONTEVIDEO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42131";"054 TIENDA KOAJ CALIMA BOGOTA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42138";"056 TIENDA KOAJ DIVER PLAZA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42146";"060 TIENDA KOAJ CHAPINERO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42162";"068  TIENDA KOAJ HAYUELOS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42170";"070 TIENDA KOAJ TINTAL";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42167";"073 TIENDA URBANA MICENTRO - EL PORVEN";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42194";"079 TIENDA KOAJ PLAZA DE LAS AMERICAS 1";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42198";"083 TIENDA KOAJ CENTRO BOGOTA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42216";"086 TIENDA KOAJ KENNEDY 1";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42219";"087 TIENDA KOAJ SANTAFE 2";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42224";"090 TIENDA KOAJ KENNEDY 2";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42227";"092 TIENDA KOAJ COLINA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42229";"093 TIENDA KOAJ SALITRE N";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42235";"094 TIENDA KOAJ GRAN PLAZA BOSA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42237";"095 TIENDA KOAJ 20 DE JULIO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42240";"096 TIENDA KOAJ LA VICTORIA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42241";"097 TIENDA KOAJ GRAN PLAZA ENSUEÑO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42243";"098 TIENDA KOAJ ALAMOS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42244";"099 TIENDA KOAJ SANTA LIBRADA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42246";"100 TIENDA KOAJ CARRERA DECIMA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42036";"104 TIENDA KOAJ CALLE 18  CENTRO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42054";"111 TIENDA KOAJ TUNAL";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42127";"112 TIENDA KOAJ SAUCES";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42057";"119 TIENDA KOAJ SAN MARTIN P1";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42128";"134 TIENDA KOAJ PORTAL 80";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42062";"138 TIENDA KOAJ PALATINO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42068";"139 TIENDA KOAJ CRA 62 A";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42163";"167 TIENDA KOAJ GRAN ESTACION";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42169";"170 TIENDA KOAJ UNIC. OCCIDENTE";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42183";"176 TIENDA KOAJ BULEVAR";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42195";"178 TIENDA KOAJ PLAZA DE LAS AMERICAS 2";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42212";"179 TIENDA KOAJ BOSA CENTRO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42220";"187 TIENDA KOAJ LAS FERIAS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42197";"189 TIENDA KOAJ MONTEVIDEO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42226";"191 TIENDA KOAJ PLAZA CENTRAL";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42236";"194 TIENDA KOAJ VENTURA TERREROS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42238";"195 TIENDA KOAJ METROPOLIS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42239";"196 TIENDA KOAJ LUCERO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42242";"197 TIENDA KOAJ GAITANA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42245";"199 TIENDA KOAJ EL EDEN";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42247";"200-TIENDA KOAJ VENTURA TERREROS II";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42248";"530 TIENDA KOAJ SUBA RINCON";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42249";"531 TIENDA KOAJ TUNAL II";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42250";"532 TIENDA KOAJ PASEO VILLA DEL RIO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42252";"537 TIENDA KOAJ RESTREPO 2";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42253";"538 TIENDA KOAJ NUESTRO BOGOTA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42254";"539 TIENDA KOAJ CALLE 12 CENTRO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42258";"541 TIENDA KOAJ FACTORY";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42259";"542 TIENDA KOAJ BOSA LA LIBERTAD";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42260";"544 TIENDA KOAJ CENTRO MAYOR II";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"12. DICIEMBRE";"42263";"547 TIENDA KOAJ PERDOMO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42021";"002 TIENDA KOAJ 2";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42022";"003 TIENDA KOAJ 4";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42122";"009 TIENDA KOAJ GALERIAS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42118";"012 TIENDA KOAJ SUBA IMPERIAL";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42059";"026 TIENDA KOAJ SAN MARTIN P2";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"41029";"031 TIENDA KOAJ CAFAM FLORESTA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42126";"036 TIENDA KOAJ UNICENTRO BOGOTA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42135";"037 TIENDA KOAJ CALLE 18 MONTEVIDEO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42095";"041 TIENDA KOAJ CRA 62 N";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42096";"042 TIENDA KOAJ CENTRO MAYOR";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42131";"054 TIENDA KOAJ CALIMA BOGOTA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42138";"056 TIENDA KOAJ DIVER PLAZA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42146";"060 TIENDA KOAJ CHAPINERO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42162";"068  TIENDA KOAJ HAYUELOS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42170";"070 TIENDA KOAJ TINTAL";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42167";"073 TIENDA URBANA MICENTRO - EL PORVEN";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42184";"076 TIENDA KOAJ SANTAFE 1";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42194";"079 TIENDA KOAJ PLAZA DE LAS AMERICAS 1";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42168";"081 TIENDA KOAJ K-60";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42198";"083 TIENDA KOAJ CENTRO BOGOTA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42216";"086 TIENDA KOAJ KENNEDY 1";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42219";"087 TIENDA KOAJ SANTAFE 2";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42224";"090 TIENDA KOAJ KENNEDY 2";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42227";"092 TIENDA KOAJ COLINA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42229";"093 TIENDA KOAJ SALITRE N";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42235";"094 TIENDA KOAJ GRAN PLAZA BOSA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42237";"095 TIENDA KOAJ 20 DE JULIO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42240";"096 TIENDA KOAJ LA VICTORIA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42241";"097 TIENDA KOAJ GRAN PLAZA ENSUEÑO";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42243";"098 TIENDA KOAJ ALAMOS";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42244";"099 TIENDA KOAJ SANTA LIBRADA";1
"COADMINISTRADOR(A) DE TIENDA";"2025";"09. SEPTIEMBRE";"42246";"100 TIENDA KOAJ CARRERA DECIMA";1
